0.32, -0.0270017, 0.592391, 0, 
0.325, -0.0237464, 0.70646, 0, 
0.33, -0.0199721, 0.799606, 0, 
0.335, -0.0157885, 0.869939, 0, 
0.34, -0.0113125, 0.91646, 0, 
0.345, -0.00666398, 0.938984, 0, 
0.35, -0.00196188, 0.938027, 0, 
0.355, 0.00267891, 0.914682, 0, 
0.36, 0.00715014, 0.870491, 0, 
0.365, 0.0113521, 0.80732, 0, 
0.37, 0.0151952, 0.727267, 0, 
0.375, 0.0186004, 0.632576, 0, 
0.38, 0.0215004, 0.525577, 0, 
0.385, 0.0238396, 0.408642, 0, 
0.39, 0.0255742, 0.28416, 0, 
0.395, 0.0266726, 0.154519, 0, 
0.4, 0.0271148, 0.0221037, 0, 
0.405, 0.0268931, -0.11054, 0, 
0.41, 0.0260151, -0.239755, 0, 
0.415, 0.0245079, -0.361609, 0, 
0.42, 0.0224173, -0.472523, 0, 
0.425, 0.019806, -0.569435, 0, 
0.43, 0.0167504, -0.649904, 0, 
0.435, 0.0133374, -0.712164, 0, 
0.44, 0.00966102, -0.755136, 0, 
0.445, 0.00581901, -0.778386, 0, 
0.45, 0.00190985, -0.782067, 0, 
0.455, -0.00197007, -0.766833, 0, 
0.46, -0.00572869, -0.733755, 0, 
0.465, -0.00928016, -0.684227, 0, 
0.47, -0.0125462, -0.619891, 0, 
0.475, -0.0154574, -0.542567, 0, 
0.48, -0.0179535, -0.4542, 0, 
0.485, -0.0199843, -0.356815, 0, 
0.49, -0.02151, -0.252486, 0, 
0.495, -0.0225011, -0.143319, 0, 
0.5, -0.0229387, -0.0314327, 0, 
0.505, -0.0228145, 0.0809729, 0, 
0.51, -0.022133, 0.190942, 0, 
0.515, -0.0209146, 0.295221, 0, 
0.52, -0.0191953, 0.390811, 0, 
0.525, -0.0170254, 0.475091, 0, 
0.53, -0.0144669, 0.545914, 0, 
0.535, -0.0115914, 0.601661, 0, 
0.54, -0.00847728, 0.641259, 0, 
0.545, -0.00520673, 0.664168, 0, 
0.55, -0.00186355, 0.670343, 0, 
0.555, 0.00146942, 0.66018, 0, 
0.56, 0.00471226, 0.63445, 0, 
0.565, 0.00778973, 0.594233, 0, 
0.57, 0.0106326, 0.540855, 0, 
0.575, 0.0131788, 0.475833, 0, 
0.58, 0.0153743, 0.400822, 0, 
0.585, 0.0171733, 0.317578, 0, 
0.59, 0.0185394, 0.227927, 0, 
0.595, 0.019445, 0.13374, 0, 
0.6, 0.0198723, 0.0369143, 0, 
0.605, 0.019813, -0.0606009, 0, 
0.61, 0.0192693, -0.156331, 0, 
0.615, 0.0182573, -0.247509, 0, 
0.62, 0.0168061, -0.331553, 0, 
0.625, 0.0149575, -0.406176, 0, 
0.63, 0.0127633, -0.469468, 0, 
0.635, 0.0102842, -0.519944, 0, 
0.64, 0.007587, -0.55657, 0, 
0.645, 0.00474261, -0.578762, 0, 
0.65, 0.00182376, -0.586361, 0, 
0.655, -0.00109702, -0.579599, 0, 
0.66, -0.0039492, -0.559045, 0, 
0.665, -0.00666588, -0.525561, 0, 
0.67, -0.00918505, -0.480243, 0, 
0.675, -0.0114507, -0.42438, 0, 
0.68, -0.0134136, -0.359406, 0, 
0.685, -0.0150321, -0.286865, 0, 
0.69, -0.0162724, -0.208379, 0, 
0.695, -0.0171088, -0.125629, 0, 
0.7, -0.0175244, -0.0403295, 0, 
0.705, -0.0175107, 0.0457678, 0, 
0.71, -0.0170689, 0.130537, 0, 
0.715, -0.0162116, 0.211574, 0, 
0.72, -0.0149632, 0.286613, 0, 
0.725, -0.0133589, 0.353627, 0, 
0.73, -0.0114432, 0.410894, 0, 
0.735, -0.0092685, 0.45705, 0, 
0.74, -0.00689293, 0.491109, 0, 
0.745, -0.00437862, 0.512474, 0, 
0.75, -0.00178977, 0.520917, 0, 
0.755, 0.000809171, 0.516558, 0, 
0.76, 0.00335515, 0.499828, 0, 
0.765, 0.00578796, 0.471427, 0, 
0.77, 0.00805148, 0.432279, 0, 
0.775, 0.0100947, 0.383496, 0, 
0.78, 0.0118725, 0.326338, 0, 
0.785, 0.0133464, 0.262177, 0, 
0.79, 0.014485, 0.192472, 0, 
0.795, 0.0152644, 0.118743, 0, 
0.8, 0.0156683, 0.0425498, 0, 
0.805, 0.0156884, -0.0345125, 0, 
0.81, 0.0153248, -0.110583, 0, 
0.815, 0.0145878, -0.183538, 0, 
0.82, 0.013498, -0.25136, 0, 
0.825, 0.0120858, -0.312226, 0, 
0.83, 0.01039, -0.364573, 0, 
0.835, 0.00845639, -0.407138, 0, 
0.84, 0.00633648, -0.438986, 0, 
0.845, 0.00408543, -0.45952, 0, 
0.85, 0.00176063, -0.468471, 0, 
0.855, -0.000580004, -0.465882, 0, 
0.86, -0.00287947, -0.452082, 0, 
0.865, -0.00508306, -0.427647, 0, 
0.87, -0.00713951, -0.393369, 0, 
0.875, -0.00900195, -0.350222, 0, 
0.88, -0.0106288, -0.299322, 0, 
0.885, -0.0119843, -0.241902, 0, 
0.89, -0.0130391, -0.179283, 0, 
0.895, -0.0137708, -0.112852, 0, 
0.9, -0.0141637, -0.0440386, 0, 
0.905, -0.0142096, 0.0256958, 0, 
0.91, -0.0139079, 0.0946938, 0, 
0.915, -0.0132671, 0.161056, 0, 
0.92, -0.0123048, 0.222963, 0, 
0.925, -0.0110476, 0.278762, 0, 
0.93, -0.00952978, 0.327018, 0, 
0.935, -0.00779201, 0.366557, 0, 
0.94, -0.00588025, 0.396492, 0, 
0.945, -0.00384411, 0.416235, 0, 
0.95, -0.00173542, 0.425491, 0, 
0.955, 0.000393262, 0.424249, 0, 
0.96, 0.00248995, 0.412758, 0, 
0.965, 0.00450453, 0.391501, 0, 
0.97, 0.0063898, 0.361164, 0, 
0.975, 0.00810245, 0.322607, 0, 
0.98, 0.00960382, 0.276831, 0, 
0.985, 0.0108606, 0.224951, 0, 
0.99, 0.0118452, 0.168173, 0, 
0.995, 0.0125362, 0.10777, 0, 
1, 0.012919, 0.0450581, 0, 
