0, -0.1, 0, 0, -0.1, 0, 0, -0.1, 0, 0, 
0.01, -0.0951158, 0.970174, -0.000176542, -0.0975576, 0.486407, -1.58349e-05, -0.0903823, 1.88589, -9.1738e-08, 
0.02, -0.0809065, 1.84761, -0.000333499, -0.0903544, 0.948107, -3.06981e-05, -0.0637176, 3.34822, -1.64982e-07, 
0.03, -0.0588083, 2.53306, -0.00045355, -0.078757, 1.36154, -4.36703e-05, -0.0258472, 4.09481, -2.0537e-07, 
0.04, -0.0311483, 2.95005, -0.000523207, -0.0633548, 1.70588, -5.39288e-05, 0.0154129, 4.02558, -2.05524e-07, 
0.05, -0.000850121, 3.05716, -0.000534312, -0.0449274, 1.96416, -6.07883e-05, 0.0521516, 3.214, -1.66071e-07, 
0.06, 0.0289469, 2.85277, -0.000484845, -0.0244005, 2.12418, -6.37351e-05, 0.0778221, 1.84946, -9.49619e-08, 
0.07, 0.0552748, 2.37166, -0.000378954, -0.00279595, 2.17899, -6.24511e-05, 0.0881127, 0.181932, -5.62651e-09, 
0.08, 0.0756582, 1.67573, -0.000226258, 0.0188219, 2.12704, -5.68278e-05, 0.0813852, -1.50121, 8.55033e-08, 
0.09, 0.0883284, 0.842503, -4.06222e-05, 0.0394002, 1.97212, -4.69694e-05, 0.0592144, -2.85146, 1.61906e-07, 
0.1, 0.0923248, -0.0454193, 0.000161379, 0.0579485, 1.72284, -3.3185e-05, 0.0264135, -3.59519, 2.10324e-07, 
0.11, 0.087512, -0.905412, 0.000362112, 0.0735845, 1.39213, -1.59718e-05, -0.0102505, -3.6195, 2.23419e-07, 
0.12, 0.0745875, -1.65513, 0.000544539, 0.0855734, 0.996378, 4.01093e-06, -0.043687, -2.9676, 2.0091e-07, 
0.13, 0.0550023, -2.22844, 0.00069383, 0.0933582, 0.554671, 2.59745e-05, -0.0678408, -1.79513, 1.49181e-07, 
0.14, 0.0307585, -2.5815, 0.000798672, 0.0965828, 0.0878786, 4.90386e-05, -0.0785692, -0.321875, 7.97668e-08, 
0.15, 0.00418313, -2.69303, 0.000852136, 0.0951049, -0.382035, 7.22732e-05, -0.0741065, 1.1968, 7.18285e-09, 
0.16, -0.0222896, -2.56248, 0.000852099, 0.0890096, -0.831738, 9.47426e-05, -0.0555196, 2.45275, -5.36567e-08, 
0.17, -0.0463125, -2.2073, 0.000801246, 0.0786136, -1.23858, 0.000115551, -0.0268126, 3.18928, -9.04211e-08, 
0.18, -0.0657917, -1.66032, 0.000706721, 0.0644487, -1.58243, 0.00013389, 0.00609585, 3.28558, -9.58523e-08, 
0.19, -0.0790282, -0.967323, 0.000579463, 0.0472312, -1.84672, 0.000149073, 0.0367988, 2.7617, -6.89702e-08, 
0.2, -0.084837, -0.184946, 0.000433289, 0.0278216, -2.01921, 0.000160576, 0.0596644, 1.74582, -1.49021e-08, 
0.21, -0.0826456, 0.620797, 0.000283757, 0.00717916, -2.09247, 0.000168055, 0.0707051, 0.432142, 5.63613e-08, 
0.22, -0.0726055, 1.37117, 0.000146839, -0.0136876, -2.06408, 0.000171366, 0.0680621, -0.949761, 1.31879e-07, 
0.23, -0.0556736, 1.98698, 3.73645e-05, -0.0337705, -1.9365, 0.000170564, 0.0524057, -2.12472, 1.98073e-07, 
0.24, -0.0335365, 2.40325, -3.25291e-05, -0.0521091, -1.71676, 0.000165906, 0.0270863, -2.85153, 2.4341e-07, 
0.25, -0.00841829, 2.57874, -5.4676e-05, -0.0678345, -1.41602, 0.000157829, -0.00268039, -3.00461, 2.60732e-07, 
0.26, 0.0171872, 2.50114, -2.56876e-05, -0.0802072, -1.04889, 0.000146934, -0.0310693, -2.58592, 2.48509e-07, 
0.27, 0.0408086, 2.1868, 5.28106e-05, -0.0886485, -0.632807, 0.000133951, -0.0528193, -1.70072, 2.10835e-07, 
0.28, 0.0602626, 1.67585, 0.000174507, -0.0927644, -0.187194, 0.00011971, -0.0640852, -0.521081, 1.56413e-07, 
0.29, 0.0738544, 1.02459, 0.000329203, -0.0923626, 0.267211, 0.0001051, -0.0629379, 0.744845, 9.6863e-08, 
0.3, 0.0805001, 0.297581, 0.000503928, -0.0874649, 0.708192, 9.1024e-05, -0.0497283, 1.84938, 4.46263e-08, 
0.31, 0.0797728, -0.439035, 0.000684231, -0.0783183, 1.11341, 7.83616e-05, -0.0272668, 2.56523, 1.05464e-08, 
0.32, 0.071913, -1.11792, 0.000855496, -0.0653845, 1.4625, 6.79188e-05, -0.000175691, 2.76407, 1.66751e-09, 
0.33, 0.0578125, -1.67833, 0.00100428, -0.049314, 1.73819, 6.03904e-05, 0.026221, 2.43334, 1.99663e-08, 
0.34, 0.0388964, -2.07497, 0.00111952, -0.0309106, 1.92725, 5.6325e-05, 0.046989, 1.65899, 6.22099e-08, 
0.35, 0.0169561, -2.28006, 0.00119339, -0.0110877, 2.02109, 5.60985e-05, 0.0584147, 0.593842, 1.20787e-07, 
0.36, -0.00602694, -2.28317, 0.0012219, 0.0091803, 2.01606, 5.98971e-05, 0.0585167, -0.572059, 1.85209e-07, 
0.37, -0.0280481, -2.08982, 0.00120506, 0.028907, 1.91345, 6.77102e-05, 0.0473844, -1.61436, 2.44012e-07, 
0.38, -0.0472296, -1.71956, 0.00114681, 0.0471428, 1.71926, 7.93328e-05, 0.0273743, -2.31848, 2.86965e-07, 
0.39, -0.0619515, -1.20403, 0.00105457, 0.0630198, 1.44369, 9.43776e-05, 0.00259996, -2.55475, 3.0714e-07, 
0.4, -0.0709621, -0.584969, 0.000938639, 0.0757905, 1.10055, 0.000112295, -0.0220536, -2.29883, 3.02198e-07, 
0.41, -0.0734698, 0.0877326, 0.000811343, 0.0848603, 0.706468, 0.000132401, -0.0419447, -1.62008, 2.74638e-07, 
0.42, -0.0692182, 0.756568, 0.000686053, 0.0898119, 0.280153, 0.00015391, -0.0534821, -0.654326, 2.31131e-07, 
0.43, -0.0585677, 1.35689, 0.000576016, 0.090422, -0.15845, 0.000175974, -0.0546435, 0.424234, 1.81183e-07, 
0.44, -0.0425115, 1.82875, 0.000493094, 0.086672, -0.588284, 0.000197717, -0.0452999, 1.41098, 1.35403e-07, 
0.45, -0.0225801, 2.12575, 0.00044658, 0.0787576, -0.987831, 0.000218285, -0.0274207, 2.10306, 1.03479e-07, 
0.46, -0.000674438, 2.22102, 0.000442288, 0.0670829, -1.33728, 0.000236881, -0.00467777, 2.37034, 9.22155e-08, 
