0, -0.1, 0, 0, 
0.05, -0.00243648, 2.90008, 0, 
0.1, 0.0856743, 0.14132, 0, 
0.15, 0.00626521, -2.48118, 0, 
0.2, -0.0731973, -0.24215, 0, 
0.25, -0.008942, 2.11688, 0, 
0.3, 0.0623624, 0.310903, 0, 
0.35, 0.0107105, -1.80098, 0, 
0.4, -0.0529807, -0.354494, 0, 
0.45, -0.0117706, 1.52784, 0, 
0.5, 0.0448801, 0.378583, 0, 
0.55, 0.0122853, -1.29234, 0, 
0.6, -0.0379054, -0.387773, 0, 
0.65, -0.0123871, 1.08984, 0, 
0.7, 0.0319165, 0.385789, 0, 
0.75, 0.0121825, -0.916206, 0, 
0.8, -0.0267885, -0.375627, 0, 
0.85, -0.0117572, 0.767736, 0, 
0.9, 0.0224097, 0.359673, 0, 
0.95, 0.0111788, -0.641137, 0, 
1, -0.0186812, -0.339817, 0, 
