0, -0.1, 0, 0, -0.1, 0, 0, -0.1, 0, 0, 
0.05, -0.00317625, 2.84099, -0.000486643, -0.0452282, 1.93595, -5.95938e-05, 0.0272634, 1.65478, -9.13033e-08, 
0.1, 0.0791573, 0.112433, 0.000134269, 0.0553578, 1.71072, -3.25999e-05, 0.00428612, -1.13215, 7.79542e-08, 
0.15, 0.0101989, -2.16438, 0.000736837, 0.0926126, -0.314458, 6.9607e-05, -0.0116689, 0.387671, 2.63153e-08, 
0.2, -0.0631573, -0.3738, 0.000470295, 0.029873, -1.91746, 0.000156355, 0.00833341, 0.0418215, 6.82094e-08, 
0.25, -0.0140461, 1.79403, 0.000112929, -0.0616379, -1.41038, 0.000157449, -0.00324035, -0.165786, 1.04044e-07, 
0.3, 0.0522597, 0.489658, 0.000477399, -0.0837722, 0.566263, 9.66913e-05, -7.30351e-05, 0.131426, 1.13863e-07, 
0.35, 0.02077, -1.3719, 0.000995595, -0.0156732, 1.86741, 6.24973e-05, 0.00122703, -0.0572368, 1.48473e-07, 
0.4, -0.0384118, -0.63393, 0.000948998, 0.0664622, 1.12606, 0.000111495, -0.00106774, 0.00363801, 1.70381e-07, 
0.45, -0.0213508, 1.07335, 0.000679766, 0.0750618, -0.772042, 0.000209584, 0.000511826, 0.0174636, 1.94673e-07, 
0.5, 0.0321483, 0.717564, 0.00085901, 0.00416921, -1.77162, 0.00027215, -6.9932e-05, -0.0169959, 2.21431e-07, 
0.55, 0.0276223, -0.755537, 0.00130259, -0.0678031, -0.858469, 0.000255821, -0.000122942, 0.00890043, 2.45112e-07, 
0.6, -0.0180341, -0.760875, 0.00142249, -0.0648119, 0.929141, 0.000202323, 0.00013722, -0.00179004, 2.70658e-07, 
0.65, -0.0239446, 0.485583, 0.00124811, 0.00725072, 1.66337, 0.000191197, -7.72164e-05, -0.0016404, 2.95652e-07, 
0.7, 0.0147253, 0.779066, 0.00129035, 0.0693089, 0.610716, 0.000253952, 2.06635e-05, 0.00213263, 3.20461e-07, 
0.75, 0.0291942, -0.225661, 0.00163875, 0.0563347, -1.04428, 0.000342814, 1.11386e-05, -0.00131664, 3.45639e-07, 
0.8, -7.32953e-05, -0.720547, 0.00187711, -0.0149517, -1.52813, 0.000384332, -1.59862e-05, 0.000406779, 3.70553e-07, 
0.85, -0.0203066, 0.000316769, 0.00182262, -0.0671041, -0.388213, 0.000357994, 1.20216e-05, 0.000117958, 3.95569e-07, 
0.9, 0.000144177, 0.646048, 0.00178438, -0.0458929, 1.12492, 0.000315444, -3.14464e-06, -0.000252743, 4.2059e-07, 
0.95, 0.0242176, 0.192934, 0.00201178, 0.0237296, 1.39224, 0.00032368, 3.68414e-07, 0.000186561, 4.4557e-07, 
1, 0.0139146, -0.496678, 0.00230467, 0.0665599, 0.187987, 0.000393567, 2.87031e-06, -7.3138e-05, 4.70585e-07, 
1.05, -0.0101908, -0.326344, 0.00238663, 0.038656, -1.16975, 0.000470778, -5.5371e-07, -1.87993e-07, 4.95584e-07, 
1.1, -0.00876096, 0.33923, 0.00234248, -0.0279478, -1.24423, 0.0004953, 1.7255e-06, 2.92026e-05, 5.20585e-07, 
1.15, 0.0136499, 0.416061, 0.00244598, -0.0619438, -0.0147892, 0.000464756, 1.04071e-06, -2.39467e-05, 5.45591e-07, 
1.2, 0.0206693, -0.144477, 0.00271527, -0.0287302, 1.19323, 0.000434566, 9.3614e-07, 1.31296e-05, 5.70591e-07, 
1.25, 0.00370708, -0.416447, 0.00291518, 0.0345018, 1.10227, 0.000457968, 1.39419e-06, -7.85502e-07, 5.95595e-07, 
1.3, -0.00876798, -0.0273022, 0.00294232, 0.0603976, -0.13617, 0.000529998, 1.13355e-06, -1.83234e-06, 6.20598e-07, 
1.35, 0.00196028, 0.373782, 0.00296567, 0.0232356, -1.18864, 0.000595006, 1.31378e-06, 4.2028e-06, 6.45601e-07, 
1.4, 0.0179728, 0.184722, 0.00314596, -0.0357866, -0.958466, 0.000606673, 1.36029e-06, -8.45411e-07, 6.70605e-07, 
1.45, 0.0153857, -0.249589, 0.00339621, -0.0542695, 0.263099, 0.000576109, 1.36578e-06, 1.4888e-06, 6.95608e-07, 
1.5, 0.000208536, -0.268956, 0.00353672, -0.0141422, 1.17304, 0.000558164, 1.45713e-06, 1.23588e-06, 7.20611e-07, 
1.55, -0.0038796, 0.112066, 0.00356704, 0.0406744, 0.824236, 0.000592734, 1.48622e-06, 6.0913e-07, 7.45615e-07, 
1.6, 0.00848387, 0.305356, 0.00364919, 0.0525271, -0.369152, 0.000663477, 1.53992e-06, 1.26576e-06, 7.70619e-07, 
1.65, 0.0183956, 0.0499632, 0.00385807, 0.0105707, -1.13686, 0.000716936, 1.59426e-06, 9.04259e-07, 7.95623e-07, 
1.7, 0.012304, -0.245154, 0.00408194, -0.0396017, -0.694483, 0.000719507, 1.63902e-06, 9.89245e-07, 8.20627e-07, 
1.75, 0.000627252, -0.16114, 0.00419943, -0.0455413, 0.456169, 0.000691674, 1.69217e-06, 1.0451e-06, 8.45631e-07, 
1.8, 0.000652635, 0.150087, 0.00425143, -0.00237255, 1.09708, 0.000684933, 1.74127e-06, 9.63737e-07, 8.70635e-07, 
1.85, 0.0118137, 0.234692, 0.0043696, 0.0433801, 0.575774, 0.000727192, 1.79095e-06, 1.01652e-06, 8.9564e-07, 
1.9, 0.018097, -0.00449036, 0.00458484, 0.0441704, -0.524573, 0.000794516, 1.84159e-06, 9.98815e-07, 9.20644e-07, 
1.95, 0.0116489, -0.209768, 0.00479331, 0.000689647, -1.04331, 0.000837748, 1.89115e-06, 9.95439e-07, 9.45649e-07, 
2, 0.00266924, -0.106015, 0.0049106, -0.0404856, -0.464634, 0.000834375, 1.94133e-06, 1.00497e-06, 9.70654e-07, 
2.05, 0.00392257, 0.141454, 0.00498466, -0.036769, 0.579282, 0.000810873, 1.99135e-06, 9.9764e-07, 9.95659e-07, 
2.1, 0.0133811, 0.188631, 0.00512052, 0.00670098, 0.990901, 0.000813824, 2.04129e-06, 1.00076e-06, 1.02066e-06, 
2.15, 0.0181912, -0.0108498, 0.00533465, 0.0436509, 0.364947, 0.000860947, 2.09136e-06, 1.00065e-06, 1.04567e-06, 
2.2, 0.0127268, -0.172962, 0.00554012, 0.0361429, -0.61786, 0.000923726, 2.14134e-06, 9.99617e-07, 1.07067e-06, 
2.25, 0.00530586, -0.089222, 0.00566965, -0.00662734, -0.929722, 0.000958366, 2.19136e-06, 1.0006e-06, 1.09568e-06, 
2.3, 0.0061486, 0.113012, 0.00576201, -0.0393769, -0.27389, 0.000951548, 2.24137e-06, 1.0001e-06, 1.12069e-06, 
2.35, 0.0140225, 0.163711, 0.00590385, -0.0286037, 0.647554, 0.000933106, 2.29138e-06, 1.0002e-06, 1.14569e-06, 
2.4, 0.0187327, 0.00940748, 0.00611423, 0.0133636, 0.873023, 0.000944053, 2.34139e-06, 1.0003e-06, 1.1707e-06, 
2.45, 0.0148977, -0.138045, 0.00632523, 0.0423318, 0.19411, 0.000993847, 2.3914e-06, 1.00019e-06, 1.1957e-06, 
2.5, 0.00833362, -0.0939902, 0.00647459, 0.0289405, -0.663729, 0.00105169, 2.44142e-06, 1.00027e-06, 1.22071e-06, 
2.55, 0.00785295, 0.0729452, 0.00658363, -0.0117149, -0.811401, 0.00107945, 2.49143e-06, 1.00025e-06, 1.24571e-06, 
2.6, 0.0140966, 0.147257, 0.00672486, -0.0370261, -0.122546, 0.00107108, 2.54144e-06, 1.00025e-06, 1.27072e-06, 
2.65, 0.0193435, 0.0438265, 0.00692855, -0.0214058, 0.67514, 0.00105782, 2.59145e-06, 1.00027e-06, 1.29573e-06, 
2.7, 0.0176396, -0.0982256, 0.00714828, 0.017993, 0.756028, 0.00107509, 2.64147e-06, 1.00026e-06, 1.32073e-06, 
2.75, 0.01189, -0.104587, 0.00732295, 0.0400861, 0.0615318, 0.00112594, 2.69148e-06, 1.00027e-06, 1.34574e-06, 
2.8, 0.00967001, 0.0231432, 0.00745156, 0.0228017, -0.675549, 0.00117896, 2.74149e-06, 1.00027e-06, 1.37075e-06, 
2.85, 0.0138525, 0.124385, 0.00759056, -0.0149752, -0.698304, 0.00120143, 2.79151e-06, 1.00028e-06, 1.39575e-06, 
2.9, 0.0195273, 0.0809894, 0.00778301, -0.0340108, -0.00743533, 0.00119287, 2.84152e-06, 1.00028e-06, 1.42076e-06, 
2.95, 0.0203469, -0.0463737, 0.00800842, -0.0153175, 0.674434, 0.00118451, 2.89154e-06, 1.00029e-06, 1.44577e-06, 
3, 0.0160475, -0.104263, 0.00821094, 0.021, 0.647682, 0.00120659, 2.94155e-06, 1.00029e-06, 1.47078e-06, 
3.05, 0.0122984, -0.0306103, 0.00836639, 0.0374091, -0.037085, 0.00125739, 2.99157e-06, 1.0003e-06, 1.49578e-06, 
3.1, 0.0137921, 0.0825557, 0.00850822, 0.0177904, -0.664499, 0.00130598, 3.04158e-06, 1.0003e-06, 1.52079e-06, 
3.15, 0.0189757, 0.104428, 0.00868584, -0.0168086, -0.59626, 0.00132458, 3.0916e-06, 1.00031e-06, 1.5458e-06, 
3.2, 0.0222191, 0.0160965, 0.00890763, -0.0307491, 0.0763026, 0.00131673, 3.14161e-06, 1.00031e-06, 1.57081e-06, 
3.25, 0.0204146, -0.0769965, 0.00913394, -0.0103446, 0.65541, 0.00131278, 3.19163e-06, 1.00032e-06, 1.59581e-06, 
3.3, 0.0162465, -0.0717723, 0.00932422, 0.0227657, 0.552224, 0.00133837, 3.24164e-06, 1.00032e-06, 1.62082e-06, 
3.35, 0.0148412, 0.0202749, 0.00948185, 0.034647, -0.106942, 0.00138839, 3.29166e-06, 1.00033e-06, 1.64583e-06, 
3.4, 0.018024, 0.0942525, 0.00964797, 0.0138683, -0.639249, 0.00143314, 3.34168e-06, 1.00033e-06, 1.67084e-06, 
3.45, 0.0225482, 0.0713227, 0.00985467, -0.0175676, -0.508191, 0.00144906, 3.39169e-06, 1.00034e-06, 1.69585e-06, 
3.5, 0.0239132, -0.0181917, 0.0100908, -0.0275235, 0.133896, 0.00144246, 3.44171e-06, 1.00034e-06, 1.72086e-06, 
3.55, 0.0212452, -0.0754997, 0.0103165, -0.00641645, 0.625586, 0.00144231, 3.49173e-06, 1.00035e-06, 1.74586e-06, 
3.6, 0.017976, -0.0422728, 0.0105068, 0.0236131, 0.471473, 0.00147032, 3.54175e-06, 1.00035e-06, 1.77087e-06, 
3.65, 0.0179802, 0.0420065, 0.0106773, 0.0320249, -0.153226, 0.00151916, 3.59176e-06, 1.00036e-06, 1.79588e-06, 
3.7, 0.0215344, 0.0875405, 0.0108657, 0.0109401, -0.606187, 0.00156069, 3.64178e-06, 1.00036e-06, 1.82089e-06, 
3.75, 0.0252454, 0.049761, 0.0110917, -0.0175439, -0.43502, 0.00157491, 3.6918e-06, 1.00037e-06, 1.8459e-06, 
3.8, 0.0257473, -0.0282072, 0.0113375, -0.0245098, 0.170348, 0.00156988, 3.74182e-06, 1.00037e-06, 1.87091e-06, 
3.85, 0.0231069, -0.0656168, 0.0115684, -0.00342072, 0.59037, 0.00157288, 3.79184e-06, 1.00038e-06, 1.89592e-06, 
3.9, 0.0205391, -0.0273055, 0.0117682, 0.0238039, 0.405607, 0.00160244, 3.84186e-06, 1.00038e-06, 1.92093e-06, 
3.95, 0.0210237, 0.0449991, 0.0119546, 0.029675, -0.180695, 0.0016499, 3.89188e-06, 1.00039e-06, 1.94594e-06, 
4, 0.0243856, 0.0786178, 0.01216, 0.00888365, -0.569771, 0.00168885, 3.9419e-06, 1.00039e-06, 1.97095e-06, 
4.05, 0.027646, 0.0428603, 0.012399, -0.0169681, -0.376374, 0.00170213, 3.99192e-06, 1.0004e-06, 1.99596e-06, 
4.1, 0.0280816, -0.0240113, 0.012655, -0.0218039, 0.190082, 0.00169879, 4.04194e-06, 1.0004e-06, 2.02097e-06, 
4.15, 0.0258268, -0.056394, 0.0128978, -0.00123084, 0.553411, 0.00170432, 4.09196e-06, 1.00041e-06, 2.04598e-06, 
