0, 0.1, -0.5, 0
0.01, 0.095, -1.4685, 0
0.02, 0.080315, -2.29263, 0
0.03, 0.0573887, -2.81771, 0
0.04, 0.0292117, -2.98372, 0
0.05, -0.000625528, -2.82516, 0
0.06, -0.0288771, -2.41994, 0
0.07, -0.0530765, -1.84385, 0
0.08, -0.0715151, -1.15318, 0
0.09, -0.0830469, -0.385129, 0
0.1, -0.0868982, 0.436978, 0
0.11, -0.0825284, 1.2799, 0
0.12, -0.0697294, 2.0076, 0
0.13, -0.0496534, 2.49012, 0
0.14, -0.0247522, 2.66719, 0
0.15, 0.00191964, 2.55431, 0
0.16, 0.0274628, 2.20925, 0
0.17, 0.0495553, 1.6958, 0
0.18, 0.0665133, 1.06588, 0
0.19, 0.0771721, 0.356578, 0
0.2, 0.0807379, -0.406837, 0
0.21, 0.0766695, -1.1906, 0
0.22, 0.0647635, -1.87185, 0
0.23, 0.046045, -2.33199, 0
0.24, 0.0227251, -2.51178, 0
0.25, -0.00239274, -2.41926, 0
0.26, -0.0265854, -2.10315, 0
0.27, -0.0476169, -1.62118, 0
0.28, -0.0638287, -1.02265, 0
0.29, -0.0740552, -0.344201, 0
0.3, -0.0774972, 0.388205, 0
0.31, -0.0736152, 1.14092, 0
0.32, -0.062206, 1.798, 0
0.33, -0.044226, 2.2466, 0
0.34, -0.0217601, 2.4281, 0
0.35, 0.00252091, 2.34678, 0
0.36, 0.0259887, 2.04668, 0
0.37, 0.0464555, 1.58229, 0
0.38, 0.0622784, 1.00138, 0
0.39, 0.0722921, 0.340288, 0
0.4, 0.075695, -0.374688, 0
0.41, 0.0719481, -1.11024, 0
0.42, 0.0608458, -1.75442, 0
0.43, 0.0433016, -2.19741, 0
0.44, 0.0213275, -2.38077, 0
0.45, -0.00248026, -2.30659, 0
0.46, -0.0255462, -2.01624, 0
0.47, -0.0457086, -1.56237, 0
0.48, -0.0613323, -0.99192, 0
0.49, -0.0712515, -0.341055, 0
0.5, -0.0746621, 0.363738, 0
0.51, -0.0710247, 1.08956, 0
0.52, -0.0601291, 1.72695, 0
0.53, -0.0428596, 2.1677, 0
0.54, -0.0211826, 2.35321, 0
0.55, 0.0023495, 2.28413, 0
0.56, 0.0251908, 2.00022, 0
0.57, 0.045193, 1.55305, 0
0.58, 0.0607235, 0.989111, 0
0.59, 0.0706146, 0.344497, 0
0.6, 0.0740596, -0.354167, 0
0.61, 0.0705179, -1.07442, 0
0.62, 0.0597737, -1.70848, 0
0.63, 0.0426889, -2.14892, 0
0.64, 0.0211997, -2.3368, 0
0.65, -0.00216828, -2.27174, 0
0.66, -0.0248857, -1.99243, 0
0.67, -0.04481, -1.54981, 0
0.68, -0.0603081, -0.99013, 0
0.69, -0.0702094, -0.34949, 0
0.7, -0.0737043, 0.345371, 0
0.71, -0.0702506, 1.06245, 0
0.72, -0.0596261, 1.69516, 0
0.73, -0.0426745, 2.13642, 0
0.74, -0.0213103, 2.32684, 0
0.75, 0.00195811, 2.26518, 0
0.76, 0.02461, 1.98942, 0
0.77, 0.0445042, 1.55011, 0
0.78, 0.0600053, 0.993381, 0
0.79, 0.0699391, 0.355389, 0
0.8, 0.073493, -0.337029, 0
0.81, 0.0701227, -1.05232, 0
0.82, 0.0595995, -1.68485, 0
0.83, 0.042751, -2.12759, 0
0.84, 0.0214752, -2.32064, 0
0.85, -0.00173125, -2.26204, 0
0.86, -0.0243517, -1.98922, 0
0.87, -0.0442439, -1.55248, 0
0.88, -0.0597687, -0.997937, 0
0.89, -0.069748, -0.361812, 0
0.9, -0.0733662, 0.328961, 0
0.91, -0.0700766, 1.04327, 0
0.92, -0.0596438, 1.6763, 0
0.93, -0.0428808, 2.12091, 0
0.94, -0.0216717, 2.31666, 0
0.95, 0.00149487, 2.26091, 0
0.96, 0.024104, 1.99066, 0
0.97, 0.0440106, 1.55606, 0
0.98, 0.0595712, 1.00325, 0
0.99, 0.0696038, 0.368534, 0
1, 0.0732891, -0.32107, 0
